Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Returned,Return_Probability,Risk_Level
Home,471.31,3,Wrong item,Returned,-280.0,18,Female,City39,Credit Card,Express,40.97,1,0.4441891597219083,Medium
Electronics,214.57,1,Not as described,Returned,-371.0,69,Female,City73,PayPal,Next-Day,35.34,1,0.5133692738761487,Medium
Home,430.76,2,Defective,Returned,-286.0,68,Male,City49,Credit Card,Express,42.55,1,0.5031087908373374,Medium
Home,67.58,4,Wrong item,Returned,135.0,45,Female,City66,PayPal,Next-Day,35.35,1,0.49700386987070166,Medium
Books,225.97,5,Not as described,Returned,-39.0,32,Male,City59,Credit Card,Standard,48.77,1,0.4824823387943452,Medium
Clothing,76.05,4,Wrong item,Returned,-23.0,28,Male,City63,PayPal,Standard,36.01,1,0.523615899741901,Medium
Electronics,229.58,2,Wrong item,Returned,444.0,59,Female,City36,Debit Card,Express,4.42,1,0.5121963063373653,Medium
Books,395.81,5,Not as described,Returned,78.0,18,Male,City17,Debit Card,Next-Day,5.97,1,0.5189497339625188,Medium
Clothing,262.1,2,Changed mind,Returned,78.0,24,Male,City74,Gift Card,Express,14.09,1,0.48676155580570296,Medium
Electronics,457.92,4,Wrong item,Returned,102.0,28,Female,City66,Gift Card,Next-Day,12.83,1,0.4876781635926217,Medium
Books,292.89,5,Not as described,Returned,246.0,59,Female,City22,Debit Card,Standard,37.65,1,0.4808322523297988,Medium
Clothing,496.23,3,Wrong item,Returned,-239.0,29,Male,City46,PayPal,Standard,49.69,1,0.5169279849699626,Medium
Electronics,106.75,5,Not as described,Returned,225.0,33,Male,City68,Debit Card,Standard,22.74,1,0.5250354685807839,Medium
Clothing,194.65,4,Defective,Returned,202.0,33,Female,City73,PayPal,Express,27.54,1,0.5151181780816834,Medium
Clothing,327.87,3,Changed mind,Returned,416.0,39,Male,City74,Credit Card,Express,32.8,1,0.47717763733479107,Medium
Clothing,235.97,4,Not as described,Returned,-247.0,60,Female,City87,Gift Card,Express,44.94,1,0.4333264364688283,Medium
Toys,22.98,3,Not as described,Returned,471.0,18,Female,City82,Debit Card,Express,47.91,1,0.4936317581493656,Medium
Clothing,453.48,4,Wrong item,Returned,-60.0,49,Female,City86,Credit Card,Next-Day,39.18,1,0.5267226355024598,Medium
Books,282.74,1,Defective,Returned,182.0,38,Male,City75,PayPal,Standard,49.66,1,0.49411435000835374,Medium
Home,287.44,2,Not as described,Returned,-92.0,39,Male,City19,PayPal,Standard,21.78,1,0.4628273617205506,Medium
Electronics,185.62,5,Defective,Returned,-302.0,60,Female,City87,Gift Card,Next-Day,49.41,1,0.42713787580757756,Medium
Home,381.27,4,Defective,Returned,65.0,63,Female,City58,PayPal,Next-Day,48.04,1,0.5409256358545672,Medium
Books,88.62,3,Wrong item,Returned,-144.0,65,Female,City31,Gift Card,Standard,10.56,1,0.5178928255797262,Medium
Electronics,317.13,3,Wrong item,Returned,-262.0,25,Male,City23,Gift Card,Express,46.35,1,0.5007177811844884,Medium
Electronics,25.93,4,Changed mind,Returned,-424.0,21,Female,City78,Debit Card,Express,43.49,1,0.4790991461271723,Medium
Books,112.03,4,Wrong item,Returned,363.0,48,Male,City24,PayPal,Express,6.79,1,0.5203192327580778,Medium
Books,391.13,3,Changed mind,Returned,63.0,68,Male,City32,PayPal,Next-Day,36.87,1,0.500521098951878,Medium
Clothing,10.95,4,Not as described,Returned,200.0,39,Male,City76,Debit Card,Standard,17.04,1,0.4970618379197411,Medium
Clothing,179.91,5,Defective,Returned,286.0,53,Male,City66,Gift Card,Express,45.37,1,0.4833826947722816,Medium
Books,326.71,1,Defective,Returned,-487.0,52,Male,City80,Debit Card,Next-Day,8.93,1,0.44393378575776715,Medium
Toys,451.33,3,Changed mind,Returned,-519.0,37,Male,City49,Debit Card,Next-Day,16.95,1,0.5033603557154467,Medium
Books,68.68,1,Changed mind,Returned,-155.0,24,Female,City37,PayPal,Express,17.57,1,0.5209385833766277,Medium
Toys,432.97,2,Changed mind,Returned,103.0,21,Female,City3,Gift Card,Next-Day,32.03,1,0.4828617663455082,Medium
Toys,171.15,3,Wrong item,Returned,281.0,43,Female,City8,Credit Card,Express,32.21,1,0.4890999050191642,Medium
Electronics,328.51,5,Not as described,Returned,64.0,44,Female,City88,Credit Card,Next-Day,8.97,1,0.4991360521816406,Medium
Electronics,163.26,1,Not as described,Returned,-413.0,55,Female,City73,Credit Card,Express,10.19,1,0.5007159502958947,Medium
Home,178.99,4,Wrong item,Returned,-543.0,68,Female,City28,PayPal,Standard,5.16,1,0.4861923701377421,Medium
Clothing,290.55,1,Wrong item,Returned,-40.0,57,Male,City45,Credit Card,Standard,49.76,1,0.458000914014215,Medium
Electronics,350.14,4,Not as described,Returned,140.0,55,Male,City91,Credit Card,Standard,2.86,1,0.500493542047952,Medium
Toys,129.37,3,Wrong item,Returned,148.0,60,Female,City96,Debit Card,Next-Day,3.1,1,0.47550386486143004,Medium
Clothing,111.71,3,Changed mind,Returned,433.0,69,Female,City90,Debit Card,Next-Day,0.46,1,0.443912989708368,Medium
Electronics,439.45,2,Defective,Returned,104.0,27,Female,City74,Credit Card,Next-Day,18.45,1,0.48275768397216595,Medium
Clothing,353.86,1,Wrong item,Returned,-574.0,18,Female,City70,Debit Card,Express,7.14,1,0.5107959394466756,Medium
Electronics,73.43,5,Wrong item,Returned,318.0,44,Male,City32,Credit Card,Standard,32.04,1,0.4989780161677423,Medium
Books,365.97,2,Changed mind,Returned,-53.0,59,Female,City6,PayPal,Next-Day,19.98,1,0.4893498962970927,Medium
Toys,493.47,3,Changed mind,Returned,321.0,35,Male,City10,Debit Card,Standard,23.87,1,0.5054421292440356,Medium
Clothing,241.72,4,Wrong item,Returned,274.0,38,Male,City75,PayPal,Express,33.57,1,0.503798413113333,Medium
Books,43.32,2,Wrong item,Returned,52.0,54,Female,City39,PayPal,Next-Day,44.25,1,0.46221589067664415,Medium
Clothing,369.21,2,Wrong item,Returned,122.0,56,Female,City22,Credit Card,Express,36.73,1,0.4750324253260452,Medium
Books,242.48,1,Changed mind,Returned,-218.0,34,Female,City15,Debit Card,Standard,31.69,1,0.44330310567447867,Medium
Toys,61.78,3,Changed mind,Returned,-49.0,49,Male,City98,Debit Card,Express,20.11,1,0.46145879015494334,Medium
Books,305.99,4,Defective,Returned,-175.0,55,Male,City19,Gift Card,Next-Day,4.05,1,0.4460644097550636,Medium
Electronics,92.78,3,Wrong item,Returned,546.0,48,Female,City93,Gift Card,Next-Day,28.75,1,0.47677545868522536,Medium
Clothing,61.47,1,Wrong item,Returned,-111.0,25,Female,City38,PayPal,Standard,10.91,1,0.47297259472507736,Medium
Books,14.18,4,Changed mind,Returned,-315.0,23,Male,City88,PayPal,Standard,36.34,1,0.5019772543065176,Medium
Clothing,463.26,5,Defective,Returned,427.0,55,Female,City89,Gift Card,Express,13.32,1,0.5131095425986726,Medium
Home,225.83,1,Wrong item,Returned,-37.0,37,Female,City73,Debit Card,Next-Day,45.33,1,0.4860899248198769,Medium
Books,377.08,5,Not as described,Returned,127.0,56,Female,City91,Gift Card,Standard,21.78,1,0.5019881506382681,Medium
Clothing,326.59,2,Changed mind,Returned,-217.0,67,Female,City4,Debit Card,Standard,21.09,1,0.4886103617482586,Medium
Electronics,88.68,4,Defective,Returned,-602.0,59,Male,City85,PayPal,Express,2.27,1,0.5250038655971467,Medium
Home,464.71,4,Wrong item,Returned,-141.0,37,Male,City87,Gift Card,Standard,3.56,1,0.4340841510288185,Medium
Electronics,80.59,4,Defective,Returned,-284.0,26,Female,City5,Gift Card,Next-Day,22.89,1,0.5176956118254069,Medium
Home,290.5,2,Changed mind,Returned,622.0,38,Male,City96,Credit Card,Next-Day,47.08,1,0.45705765914790625,Medium
Books,55.66,5,Wrong item,Returned,-23.0,44,Male,City14,Credit Card,Standard,40.45,1,0.5100232877185364,Medium
Clothing,179.46,5,Changed mind,Returned,100.0,25,Male,City61,Debit Card,Standard,32.48,1,0.4665073129002055,Medium
Clothing,266.87,5,Not as described,Returned,469.0,22,Female,City97,Debit Card,Next-Day,22.88,1,0.47772793108067935,Medium
Books,251.4,4,Defective,Returned,351.0,64,Female,City54,Debit Card,Standard,5.94,1,0.5122749425192596,Medium
Electronics,226.48,3,Defective,Returned,-276.0,22,Male,City19,Gift Card,Express,32.3,1,0.4433385992844684,Medium
Home,496.75,3,Not as described,Returned,-544.0,63,Female,City45,PayPal,Express,27.55,1,0.48276802680759706,Medium
Toys,417.58,4,Not as described,Returned,-206.0,29,Male,City60,Debit Card,Express,24.17,1,0.4827571279658814,Medium
Books,138.87,5,Changed mind,Returned,177.0,58,Male,City60,Gift Card,Express,36.85,1,0.47919237093025435,Medium
Electronics,11.57,5,Changed mind,Returned,385.0,61,Male,City98,Credit Card,Express,40.99,1,0.4618657430278593,Medium
Home,71.4,1,Changed mind,Returned,-152.0,62,Female,City86,Credit Card,Standard,3.0,1,0.5296831902849569,Medium
Electronics,495.25,2,Changed mind,Returned,665.0,65,Male,City32,Credit Card,Standard,19.82,1,0.49027841405050976,Medium
Books,237.54,4,Defective,Returned,10.0,47,Male,City25,Debit Card,Next-Day,31.91,1,0.5016363753999015,Medium
Books,193.67,1,Defective,Returned,28.0,57,Male,City57,Debit Card,Next-Day,2.84,1,0.48130558267507223,Medium
Clothing,405.0,3,Not as described,Returned,38.0,43,Female,City27,Credit Card,Standard,25.68,1,0.5169925312641537,Medium
Books,129.75,1,Changed mind,Returned,-135.0,62,Male,City94,Gift Card,Express,35.36,1,0.5271541582081396,Medium
Home,185.82,1,Changed mind,Returned,347.0,21,Male,City93,Debit Card,Standard,40.56,1,0.45973843353862826,Medium
Books,144.87,2,Changed mind,Returned,-315.0,55,Male,City98,Credit Card,Next-Day,43.48,1,0.45301812297356003,Medium
Electronics,109.8,3,Defective,Returned,217.0,64,Male,City57,PayPal,Standard,14.78,1,0.5074416940685159,Medium
Toys,412.52,2,Changed mind,Returned,-72.0,53,Male,City65,Credit Card,Express,27.32,1,0.5170025278378956,Medium
Home,258.12,3,Wrong item,Returned,-49.0,51,Male,City43,Gift Card,Express,14.14,1,0.5398552902588972,Medium
Clothing,291.24,3,Changed mind,Returned,26.0,31,Female,City29,PayPal,Next-Day,39.45,1,0.548573031978618,Medium
Home,225.65,4,Defective,Returned,-146.0,24,Male,City86,Credit Card,Standard,15.65,1,0.5311245176178111,Medium
Books,289.71,3,Changed mind,Returned,-215.0,30,Female,City9,Credit Card,Next-Day,8.26,1,0.5025821449418854,Medium
Books,130.42,3,Wrong item,Returned,-218.0,61,Female,City90,Debit Card,Next-Day,0.38,1,0.44412844878694546,Medium
Books,240.76,2,Wrong item,Returned,-290.0,63,Male,City100,Gift Card,Standard,19.81,1,0.5294067714734749,Medium
Books,107.52,4,Changed mind,Returned,290.0,24,Male,City84,Gift Card,Next-Day,3.81,1,0.4919883510685331,Medium
Clothing,32.35,3,Wrong item,Returned,-312.0,24,Male,City32,PayPal,Express,25.63,1,0.5158615336650363,Medium
Home,111.14,5,Changed mind,Returned,145.0,21,Male,City55,Debit Card,Standard,21.96,1,0.507129557896083,Medium
Books,211.45,3,Not as described,Returned,-311.0,60,Male,City79,Gift Card,Standard,2.38,1,0.5260310188515699,Medium
Electronics,225.37,2,Not as described,Returned,-180.0,33,Male,City44,PayPal,Standard,40.55,1,0.5165345143568022,Medium
Books,184.18,2,Not as described,Returned,122.0,62,Male,City42,Credit Card,Next-Day,26.47,1,0.5053191026870599,Medium
Electronics,20.81,4,Not as described,Returned,-22.0,44,Male,City98,Gift Card,Standard,31.66,1,0.48093901159586716,Medium
Electronics,138.42,1,Defective,Returned,468.0,56,Female,City36,Debit Card,Next-Day,0.54,1,0.511254131293217,Medium
Home,489.7,2,Not as described,Returned,14.0,64,Female,City24,Debit Card,Standard,31.49,1,0.5021870153598376,Medium
Electronics,484.03,3,Wrong item,Returned,293.0,38,Female,City26,Gift Card,Next-Day,26.39,1,0.45214259183944416,Medium
Books,440.52,1,Wrong item,Returned,417.0,44,Female,City34,Gift Card,Express,19.14,1,0.48544077217048603,Medium
Books,353.5,3,Not as described,Returned,-19.0,44,Female,City77,Debit Card,Next-Day,9.52,1,0.522269978148247,Medium
Clothing,110.94,1,Changed mind,Returned,-231.0,68,Male,City3,Credit Card,Standard,29.1,1,0.48440512693829463,Medium
Toys,232.88,1,Defective,Returned,-349.0,39,Male,City27,Debit Card,Standard,39.63,1,0.5027019257542857,Medium
Electronics,182.12,2,Changed mind,Returned,-380.0,27,Female,City14,Debit Card,Standard,35.88,1,0.5071073479363561,Medium
Books,472.15,1,Defective,Returned,511.0,28,Male,City47,Credit Card,Standard,30.69,1,0.4715096330676432,Medium
Home,442.5,5,Changed mind,Returned,290.0,46,Male,City86,Credit Card,Next-Day,0.01,1,0.5261760860394213,Medium
Toys,116.13,5,Not as described,Returned,188.0,30,Male,City78,PayPal,Express,6.79,1,0.5112639854419347,Medium
Electronics,167.61,1,Not as described,Returned,39.0,69,Male,City72,PayPal,Standard,46.42,1,0.5066791922282254,Medium
Toys,487.67,1,Not as described,Returned,-579.0,37,Female,City28,PayPal,Standard,0.9,1,0.48458233294199904,Medium
Books,422.89,2,Changed mind,Returned,581.0,53,Female,City9,Credit Card,Next-Day,11.9,1,0.49989467476046795,Medium
Electronics,302.22,2,Wrong item,Returned,56.0,35,Male,City28,Debit Card,Next-Day,39.34,1,0.4527073204803663,Medium
Electronics,384.99,2,Not as described,Returned,726.0,27,Male,City54,PayPal,Standard,16.99,1,0.5315059089966392,Medium
Clothing,474.78,4,Wrong item,Returned,162.0,51,Male,City8,PayPal,Next-Day,24.54,1,0.5097850203673738,Medium
Clothing,140.54,1,Defective,Returned,-333.0,23,Female,City34,Debit Card,Next-Day,8.08,1,0.48724648064509674,Medium
Books,317.08,1,Not as described,Returned,439.0,47,Female,City77,PayPal,Express,37.46,1,0.5338561143401203,Medium
Home,138.28,3,Wrong item,Returned,232.0,41,Male,City5,PayPal,Standard,23.96,1,0.5293666454101807,Medium
Electronics,482.19,1,Not as described,Returned,-559.0,20,Female,City64,PayPal,Express,10.38,1,0.5119793985436863,Medium
Toys,219.87,5,Changed mind,Returned,16.0,53,Female,City47,PayPal,Standard,23.54,1,0.49706818767670063,Medium
Electronics,368.51,2,Wrong item,Returned,23.0,62,Female,City42,Credit Card,Standard,24.28,1,0.5092864722081654,Medium
Home,10.39,3,Changed mind,Returned,-412.0,67,Female,City47,PayPal,Next-Day,44.33,1,0.4895123086334064,Medium
Home,197.74,2,Defective,Returned,37.0,35,Female,City74,Credit Card,Standard,35.75,1,0.4827828276561812,Medium
Home,496.28,5,Not as described,Returned,-18.0,67,Female,City58,PayPal,Next-Day,5.74,1,0.5550222703798635,Medium
Electronics,107.52,5,Defective,Returned,-353.0,42,Female,City6,Debit Card,Standard,36.34,1,0.48342580762784276,Medium
Electronics,167.73,1,Changed mind,Returned,-168.0,51,Female,City20,Gift Card,Standard,9.68,1,0.5012232915190636,Medium
Home,260.72,1,Changed mind,Returned,-3.0,54,Male,City42,Gift Card,Next-Day,44.07,1,0.4986424017909192,Medium
Home,277.82,4,Changed mind,Returned,-464.0,66,Male,City10,PayPal,Next-Day,40.42,1,0.521176500291236,Medium
Books,307.84,1,Defective,Returned,-217.0,22,Female,City68,Credit Card,Express,20.25,1,0.5104533641230852,Medium
Electronics,106.87,5,Defective,Returned,7.0,22,Female,City57,Gift Card,Express,0.05,1,0.49875014956963115,Medium
Books,247.43,5,Defective,Returned,511.0,23,Female,City24,Credit Card,Express,1.82,1,0.5034583871047162,Medium
Books,320.99,5,Wrong item,Returned,100.0,62,Male,City20,Debit Card,Next-Day,28.91,1,0.49035474920277844,Medium
Books,117.56,1,Defective,Returned,606.0,53,Male,City11,Debit Card,Express,38.1,1,0.5042521556418513,Medium
Electronics,36.05,2,Changed mind,Returned,-96.0,43,Male,City21,Gift Card,Express,34.91,1,0.4946969160817767,Medium
Electronics,199.8,3,Defective,Returned,231.0,19,Male,City42,PayPal,Next-Day,5.55,1,0.5279755628128899,Medium
Clothing,368.97,1,Changed mind,Returned,-194.0,43,Male,City73,Debit Card,Express,29.84,1,0.4849210980642166,Medium
Home,302.56,3,Defective,Returned,-239.0,53,Female,City5,Gift Card,Next-Day,3.79,1,0.5177830495389476,Medium
Clothing,91.95,2,Defective,Returned,-476.0,42,Female,City11,PayPal,Standard,33.41,1,0.5350022019610431,Medium
Books,33.52,3,Defective,Returned,-459.0,55,Female,City85,PayPal,Next-Day,16.75,1,0.5189336584296155,Medium
Toys,205.52,5,Wrong item,Returned,-91.0,60,Male,City9,Credit Card,Standard,42.88,1,0.5059983264467245,Medium
Clothing,221.52,3,Wrong item,Returned,-55.0,27,Female,City30,Debit Card,Express,47.38,1,0.44882480960407783,Medium
Home,135.13,3,Changed mind,Returned,-163.0,32,Female,City5,Credit Card,Next-Day,4.11,1,0.5079509274385954,Medium
Toys,475.18,5,Defective,Returned,28.0,69,Male,City81,Gift Card,Express,6.63,1,0.4916973196094412,Medium
Books,297.98,1,Defective,Returned,379.0,32,Male,City80,PayPal,Next-Day,19.71,1,0.4602220456058635,Medium
Books,248.33,2,Changed mind,Returned,352.0,32,Female,City11,Credit Card,Next-Day,39.49,1,0.5005330521568401,Medium
Home,63.79,5,Changed mind,Returned,-180.0,19,Male,City31,Debit Card,Standard,0.09,1,0.5105626559141292,Medium
Clothing,78.18,5,Defective,Returned,-461.0,30,Female,City71,Gift Card,Next-Day,0.22,1,0.5222969551998035,Medium
Clothing,18.4,5,Defective,Returned,463.0,23,Male,City26,Gift Card,Express,47.77,1,0.4522714925528261,Medium
Toys,191.79,2,Wrong item,Returned,-488.0,23,Male,City10,Gift Card,Standard,43.94,1,0.5135835976807581,Medium
Clothing,66.54,2,Defective,Returned,-95.0,21,Male,City59,Gift Card,Express,4.62,1,0.4933440368131345,Medium
Toys,435.42,1,Changed mind,Returned,-111.0,62,Male,City39,Gift Card,Standard,0.13,1,0.4526542847818482,Medium
Clothing,475.6,4,Defective,Returned,396.0,59,Female,City45,Debit Card,Express,35.27,1,0.4614748553751681,Medium
Electronics,393.87,4,Changed mind,Returned,532.0,27,Female,City30,Credit Card,Next-Day,29.8,1,0.4451081119733217,Medium
Toys,115.36,5,Wrong item,Returned,-304.0,60,Male,City1,Gift Card,Standard,40.15,1,0.498415889455093,Medium
Electronics,186.02,3,Defective,Returned,-229.0,56,Male,City29,Credit Card,Next-Day,0.14,1,0.5404663231308562,Medium
Home,103.33,2,Not as described,Returned,-171.0,23,Female,City38,PayPal,Express,40.5,1,0.465706209486863,Medium
Books,337.74,5,Changed mind,Returned,-405.0,59,Female,City13,Gift Card,Express,5.86,1,0.5191438673017753,Medium
Home,352.32,4,Defective,Returned,-391.0,64,Male,City65,Gift Card,Next-Day,36.93,1,0.5285590873698917,Medium
Electronics,386.91,2,Defective,Returned,555.0,31,Female,City60,Debit Card,Standard,45.51,1,0.47857020557385854,Medium
Books,473.18,5,Changed mind,Returned,-351.0,32,Female,City92,Debit Card,Standard,1.74,1,0.44568110766154134,Medium
Toys,457.61,2,Not as described,Returned,517.0,38,Male,City24,Debit Card,Standard,1.19,1,0.505851547538174,Medium
Toys,8.79,4,Changed mind,Returned,134.0,40,Male,City91,Credit Card,Express,21.61,1,0.4842415979449851,Medium
Clothing,332.4,1,Not as described,Returned,271.0,65,Female,City29,Debit Card,Express,14.4,1,0.5430346546549576,Medium
Electronics,169.36,5,Defective,Returned,54.0,29,Male,City89,Credit Card,Express,7.8,1,0.5066996165327274,Medium
Toys,136.96,3,Defective,Returned,-34.0,67,Female,City89,Debit Card,Express,14.72,1,0.5033763652101904,Medium
Home,92.96,3,Wrong item,Returned,-296.0,65,Female,City76,Credit Card,Next-Day,32.8,1,0.4836354907870023,Medium
Clothing,476.23,2,Defective,Returned,-273.0,37,Female,City97,Credit Card,Next-Day,7.68,1,0.47161405901164466,Medium
Electronics,285.19,4,Wrong item,Returned,-42.0,70,Male,City57,PayPal,Next-Day,49.93,1,0.49689776909887656,Medium
Books,236.23,5,Wrong item,Returned,92.0,64,Female,City91,PayPal,Express,40.09,1,0.5049501503230158,Medium
Home,399.16,4,Wrong item,Returned,-643.0,59,Female,City100,PayPal,Standard,43.52,1,0.5417751638387,Medium
Toys,360.99,2,Wrong item,Returned,-76.0,27,Female,City3,Credit Card,Next-Day,1.34,1,0.4890480279381534,Medium
Books,162.16,4,Defective,Returned,-57.0,33,Male,City71,PayPal,Next-Day,35.97,1,0.5187885617594218,Medium
Clothing,151.48,4,Changed mind,Returned,153.0,32,Male,City31,Gift Card,Standard,21.61,1,0.5133904276165713,Medium
Toys,401.69,2,Changed mind,Returned,-361.0,47,Female,City39,PayPal,Express,45.7,1,0.4558267929368541,Medium
Home,327.43,5,Wrong item,Returned,-548.0,22,Male,City12,Gift Card,Next-Day,35.52,1,0.5175224715996319,Medium
Home,383.77,2,Defective,Returned,108.0,53,Male,City68,Debit Card,Express,8.2,1,0.5139102016682944,Medium
